id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class,pageranks,componentnumber,strongcompnum,atp count,qual count,future count,comp color
2194,Mats Hermans,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,1203,0,0,2,purple
2195,Mathieu Loosvelt,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,1204,0,0,1,purple
2196,Martijn Helmonds,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,1205,0,0,2,purple
2197,Mo Niaki,,10,37,47,10.0,39.0,49.0,0,5.880337421615843E-5,0,9,0,0,49,dark green
2198,Kasparas Zemaitelis,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,1206,1,0,1,purple
2199,Patrick Prader,,32,35,67,34.0,37.0,71.0,5,8.933543187015145E-5,0,9,0,2,69,purple
2200,Vasco Mensurado,,48,53,101,50.0,60.0,110.0,5,1.0656506454756205E-4,0,9,0,6,104,purple
2201,Vladislav Mateev,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,1207,0,0,2,purple
2202,Constantin Sturdza,,0,14,14,0.0,14.0,14.0,0,1.3162540327839612E-5,0,1209,0,2,12,dark green
2203,Changwei Peng,,2,9,11,2.0,9.0,11.0,2,1.6272949897578854E-5,0,9,0,0,11,blue
2204,Alexandre Renard,,94,74,168,103.0,80.0,183.0,1,2.7108351640914356E-4,0,9,0,11,172,brown
2205,Vaidik Munshaw,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,1210,0,0,1,blue
2206,Fares Zaier,,0,7,7,0.0,7.0,7.0,1,1.3162540327839612E-5,0,1212,0,0,7,brown
2207,Sedrak Khachatryan,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,1213,0,0,2,dark green
2208,Razvan Bobleaga,,2,6,8,2.0,6.0,8.0,0,1.8047534364856392E-5,0,9,0,0,8,dark green
2209,Francisco Segura Martinez,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,1214,0,0,1,brown
2210,Lei Gao,,1,5,6,1.0,5.0,6.0,2,1.540017227422622E-5,0,1215,0,1,5,blue
2211,Marius Tangen,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,1216,1,0,0,red
2212,Alexey Prokopchuk,,1,5,6,1.0,5.0,6.0,0,1.4781579037005741E-5,0,9,0,0,6,dark green
2213,Thomas Holzer,,7,5,12,7.0,5.0,12.0,5,2.41241589486629E-5,0,9,0,0,12,purple
2214,Dietrich Dernowski,,0,4,4,0.0,4.0,4.0,5,1.3162540327839612E-5,0,1217,0,0,4,purple
2215,Ricardo Chile Fonte,,47,34,81,52.0,37.0,89.0,4,1.3476559948691412E-4,0,9,4,0,85,green
2216,Stefan Perez Senent,,0,4,4,0.0,4.0,4.0,1,1.3162540327839612E-5,0,1218,0,1,3,brown
2217,Luis Escudero Soler,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,1219,0,0,2,brown
2218,Zalan Klempa,,2,9,11,2.0,9.0,11.0,5,1.6564642490395365E-5,0,9,0,0,11,purple
2219,Yair Gal,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,1220,0,0,2,brown
2220,Alex Rybakov,,30,22,52,31.0,25.0,56.0,2,9.249709094938305E-5,0,9,0,0,56,blue
2221,Kenny De Schepper,,194,146,340,251.0,195.0,446.0,3,8.28309571751969E-4,0,9,71,245,130,red
2222,Ricardo Corrente,,0,8,8,0.0,8.0,8.0,4,1.3162540327839612E-5,0,1221,0,3,5,green
2223,Duje Kekez,,114,91,205,130.0,111.0,241.0,5,2.8426183493427206E-4,0,9,0,13,228,purple
2224,William Blumberg,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,1222,0,0,1,purple
2225,Will Doucas,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,1223,0,1,0,red
2226,Shane Vinsant,,11,20,31,11.0,24.0,35.0,2,5.9684792114340015E-5,0,9,0,0,35,blue
2227,Julian Caceres,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,1224,0,0,2,green
2228,Rafael Davidian,,1,10,11,1.0,10.0,11.0,2,1.4040047479368518E-5,0,9,0,0,11,blue
2229,Jacob Coenraad De Klerk,,2,3,5,2.0,3.0,5.0,4,1.5368938642444673E-5,0,9,2,0,3,green
2230,Victor Stanica,,44,33,77,59.0,49.0,108.0,0,1.4848363452636893E-4,0,9,0,3,105,dark green
2231,Iouri Barkov,,1,2,3,1.0,2.0,3.0,1,1.4861672582796141E-5,0,9,0,0,3,brown
2232,Gustavo Marcaccio,,39,52,91,41.0,55.0,96.0,3,1.3175529244037975E-4,0,9,4,77,15,red
2233,Bruno Peric,,1,4,5,1.0,4.0,5.0,5,1.4858530367820453E-5,0,9,0,0,5,purple
2234,Robert Constantinovici,,12,32,44,12.0,35.0,47.0,5,3.545045977322288E-5,0,9,0,0,47,purple
2235,Juan Carlos Ferrero,,142,86,228,225.0,146.0,371.0,3,0.0013344077083138888,0,9,367,4,0,red
2236,Arsen Asanov,,7,18,25,7.0,20.0,27.0,0,2.448634774507415E-5,0,9,0,4,23,dark green
2237,Marcel Ruzic,,0,10,10,0.0,10.0,10.0,5,1.3162540327839612E-5,0,1225,0,4,6,purple
